Observation id,T3D9R2_sideview_1,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,/Users/regolith/Documents/DogVideos25Feb2023/LargeSideCamera/T3D9R2_SideView_720l.mp4,,,,,,,
,,,,,,,,
Observation date,2023-05-17 13:32:54,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.000,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
43.300,/Users/regolith/Documents/DogVideos25Feb2023/LargeSideCamera/T3D9R2_SideView_720l.mp4,63.340,29.97,,r,,,START
59.545,/Users/regolith/Documents/DogVideos25Feb2023/LargeSideCamera/T3D9R2_SideView_720l.mp4,63.340,29.97,,r,,,STOP
